Full Item Description,DPCI,UPC,GENDER,Brand,Form,Price Tier
049-01-1147 OLD SPICE Fresh 22.85 oz Underarm A,49011147,3700058891,MEN'S,OLD SPICE,GIFTPACK,PREMIUM
049-01-1150 OLD SPICE Fresh Underarm Anti-persp,49011150,3700058901,MEN'S,OLD SPICE,GIFTPACK,PREMIUM
049-01-1151 LADY SPEED   2.3OZ 24/7 FRESH FUSIO,49011151,2220096268,WOMEN'S,LADY SPEED STICK,STICKS/SOLID,PREMIUM
049-01-1158 DEGREE       5.4 OZ MEN ADVANCE SOL,49011158,7940035182,MEN'S,DEGREE,,
049-01-1159 Secret Clean 1 oz Antiperspirants A,49011159,3700088695,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1160 Secret Lavender 1 oz Antiperspirant,49011160,3700088697,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1161 DEGREE 2.7oz IS Cool Comfort,49011161,7940020570,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-1162 DOVE DOVE 2.6Z COOL ESSEN,49011162,7940056600,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
,49011163,3700090093,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1164 DOVE DOVE 2.6Z SENS SKIN,49011164,7940054950,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1165 Secret Lavender 1 oz Antiperspirant,49011165,3700053439,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1167 AXE 4OZ Black Body Spray,49011167,7940058987,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1167 Axe Clean 4 oz Antiperspirants And,49011167,7940058987,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1168 AXE 2.7oz Black Invisible Solid,49011168,7940058983,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1168 Axe Clean 2.7 oz Antiperspirants An,49011168,7940058983,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1169 AXE 3oz Black Deodorant,49011169,7940058984,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1169 Axe Clean 3 oz Antiperspirants And,49011169,7940058984,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1170 AXE          2.7Z IS DRK TMPTATN,49011170,7940022811,MEN'S,AXE,STICKS/SOLID,PREMIUM
,49011171,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1172 Dove Men Extra Fresh Deo Twins 2-3z,49011172,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1173 Degree Clean 2.6 oz Antiperspirants,49011173,7940058719,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1173 Degree For Women B&W 2.6oz,49011173,7940058719,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1174 AXE 3OZ Phoenix Deodorant,49011174,7940053430,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1175 AXE          2.7Z IS ESS OCT 11 EC,49011175,7940022810,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1178 Degree Clean 2.7 oz Antiperspirants,49011178,7940058708,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1178 DEGREE DFM 2.7Z IS B&W,49011178,7940058708,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1181 AXE          4OZ BS MUSIC,49011181,,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1182 DEGREE       3OZ DEO TWIN SPORT,49011182,7940008602,MEN'S,DEGREE,STICKS/SOLID,BASE
049-01-1183 DOVE         1.7Z CLINICL WILD ROSE,49011183,7940004422,WOMEN'S,DOVE BEAUTY,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1187 DOVE DOVE 2.6Z REVIVE,49011187,7940006835,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1195 DEGREE       2.7Z IS EVER OCT 11 EC,49011195,7940020751,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1196 Dove Beauty Clean 3.8 oz Antiperspi,49011196,,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-1197 Dove Beauty Fresh 3.8 oz Antiperspi,49011197,,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
049-01-1198 Dove Beauty Clean 3.8 oz Antiperspi,49011198,7940067496,WOMEN'S,DOVE BEAUTY,DRY SPRAY,PREMIUM PLUS
,49011208,85913900603,WOMEN'S,SCHMIDT'S,STICKS/SOLID,PREMIUM
,49011209,85913900604,WOMEN'S,SCHMIDT'S,STICKS/SOLID,PREMIUM
,49011210,85913900602,WOMEN'S,SCHMIDT'S,STICKS/SOLID,PREMIUM
049-01-1211 DEGREE       2.6oz UC Pure Rain,49011211,,WOMEN'S,DEGREE,,
049-01-1213 DRY IDEA STAIN CLEAR 2.6OZ CLEAN SO,49011213,1700011096,WOMEN'S,DRY IDEA,STICKS/SOLID,PREMIUM
049-01-1214 DEGREE       2.6oz UC Pure Satin,49011214,,WOMEN'S,DEGREE,,
049-01-1216 DRY IDEA STAIN CLEAR 3.25OZ CLEAN R,49011216,1700011103,WOMEN'S,DRY IDEA,ROLL ON,PREMIUM
049-01-1223 DEGREE       2-1.6OZ ACT CLEAN+.5OZ,49011223,7940031716,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1224 DEGREE       2-1.6OZ FRSH NRGY+.5OZ,49011224,7940031715,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1225 DOVE BEAUTY  2-1.6OZ REV IS+.5OZ CL,49011225,7940032416,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1226 DOVE BEAUTY  2-1.6OZ CLR TN+.5OZ SR,49011226,7940032417,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,SUPER PREMIUM/CLINICAL
049-01-1227 DRY IDEA STAIN CLEAR 1.7OZ CLEAN SO,49011227,1700011099,WOMEN'S,DRY IDEA,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1228 DRY IDEA 3OZ UNSCENTED GEL,49011228,1700006817,WOMEN'S,DRY IDEA,GEL,PREMIUM
049-01-1229 DOVE BEAUTY  2.7OZ+1.7OZ CLN CMFRT,49011229,7940022818,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1230 DOVE BEAUTY  2.7OZ+1.7OZ XTRA FRSH,49011230,7940022819,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1231 DOVE BEAUTY  3OZ+1.7OZ XTRA FRSH+AQ,49011231,7940024535,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1232 SECRET       4.8OZ IS CLN LAVENDER,49011232,3700057276,WOMEN'S,SECRET,STICKS/SOLID,BASE
049-01-1233 SECRET       5.8Z IS PWTRP GRTS2012,49011233,3700057275,WOMEN'S,SECRET,STICKS/SOLID,BASE
049-01-1234 OLD SPICE    7.75Z HEPS TRP GRS2012,49011234,1204402094,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-1235 OLD SPICE    7.75Z HEFR TRP GRS2012,49011235,1204402095,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-1236 DEGREE       1.7OZ CLNCL FRSH +.5OZ,49011236,7940031682,WOMEN'S,DEGREE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1237 DEGREE       1.7OZ CLNCL SHWR+.5OZ,49011237,7940031683,WOMEN'S,DEGREE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1238 DEGREE       1.7OZ CLNCL SMMR+.5OZ,49011238,7940031684,WOMEN'S,DEGREE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1239 AXE          3OZ DEO KLIO,49011239,,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1240 DOVE BEAUTY  1.70Z CLIN ORIG + .5OZ,49011240,7940031676,WOMEN'S,DOVE BEAUTY,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1241 DOVE BEAUTY  1.7OZ CLNCL COOL +.5OZ,49011241,7940031677,WOMEN'S,DOVE BEAUTY,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1242 DOVE BEAUTY  1.7OZ CLIN SKN RN+.5OZ,49011242,7940031678,WOMEN'S,DOVE BEAUTY,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1244 OLD SPICE RZ 2.6OZ SS SHOWTIME,49011244,,MEN'S,OLD SPICE,STICKS/SOLID,
049-01-1245 OLD SPICE RZ 2.6OZ IS SHOWTIME,49011245,,MEN'S,OLD SPICE,STICKS/SOLID,
049-01-1246 RIGHT GUARD XTREME CLEAR 2.6OZ FRES,49011246,1700011111,MEN'S,RIGHT GUARD,STICKS/SOLID,BASE
049-01-1247 RIGHT GUARD XTREME CLEAR 2.6OZ CLEA,49011247,1700011115,MEN'S,RIGHT GUARD,STICKS/SOLID,BASE
049-01-1248 TOM'S OF MAINE Long Lasting Natural,49011248,7732661225,WOMEN'S,TOM'S OF MAINE,STICKS/SOLID,BASE
049-01-1249 TOM 2.25OZ   LL STICK DEO APRICOT,49011249,,WOMEN'S,TOM'S OF MAINE,STICKS/SOLID,
049-01-1250 SECRET SE    2.7OZ GEL LOVME SMLILY,49011250,,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1251 SECRET SE    2.7OZ GEL PASSN FRUIT,49011251,3700047573,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1252 SECRET FE    3OZ ORGBLM VRB BDY MST,49011252,,WOMEN'S,SECRET,MIST,PREMIUM
049-01-1253 SECRET FE    3OZ BLUBRY WHT BDY MST,49011253,3700028001,WOMEN'S,SECRET,MIST,PREMIUM
049-01-1255 SECRET 2.6OZ NM UNSCENTED,49011255,3700047427,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
049-01-1257 AXE          4OZ BS PHOENX+BNS 1OZ,49011257,7940032083,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1258 AXE          4OZ BS ANARCHY,49011258,7940030794,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1259 AXE          4OZ BS APOLLO,49011259,7940032085,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1263 TOM'S OF MAINE Women's Naturally Dr,49011263,7732683195,WOMEN'S,TOM'S OF MAINE,STICKS/SOLID,BASE
049-01-1264 TOM AP       2.25 ANTPRSPRNT UNSCTD,49011264,7732683194,WOMEN'S,TOM'S OF MAINE,STICKS/SOLID,BASE
049-01-1266 TOM CC       2.25 CLN CONF MENS DEO,49011266,7732683527,MEN'S,TOM'S OF MAINE,STICKS/SOLID,BASE
049-01-1267 TOM'S OF MAINE Men's Natural Long L,49011267,7732683528,MEN'S,TOM'S OF MAINE,STICKS/SOLID,BASE
049-01-1268 AXE          6 CT PHOENIX 3 PACK,49011268,7940033588,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1269 AXE          30.7 OZ DARK TEMPTATIO,49011269,7940033625,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1270 AXE          6 CT APOLLO 3 PACK SOL,49011270,7940033587,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1270 Axe Clean 6 ct Underarm Anti-perspi,49011270,7940033587,MEN'S,AXE,STICKS/SOLID,PREMIUM
,49011271,,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1272 SECRET FE IS 2.6Z FWORCD + .5Z CLIN,49011272,,WOMEN'S,SECRET,STICKS/SOLID,
049-01-1273 OLD SPICE    FC 3Z FIJI W/1.7Z BW,49011273,,MEN'S,OLD SPICE,,
049-01-1275 OLD SPICE    FC 2.6Z FIJI W/1.7Z BW,49011275,,MEN'S,OLD SPICE,,
049-01-1277 SECRET OL CG 2.7Z COMP CLEAN + .5Z,49011277,,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1278 SECRET OL IS 2.6Z COMP CLEAN + .5Z,49011278,,WOMEN'S,SECRET,STICKS/SOLID,
049-01-1279 Old Spice Scented 3.8 oz Underarm A,49011279,3700096153,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1279 Old Spice Scented 3.8 oz Antiperspi,49011279,3700096153,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1280 SECRET SE CG 2.7Z LAV + .5Z CLIN LA,49011280,,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1281 SPEEDSTICK   3OZ 2PK OCEAN SURF,49011281,2220093013,MEN'S,SPEEDSTICK,STICKS/SOLID,BASE
,49011282,,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1282 DOVE BEAUTY  2.6OZ+.5OZ CL TONE+CLI,49011282,7940025849,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1282 Speed Stick Power Fresh Antiperspir,49011282,,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1283 DOVE BEAUTY  2.6OZ+.5OZ FF+CLINICAL,49011283,7940030554,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1284 DOVE BEAUTY  2.6OZ+.5OZ CE+CLINICAL,49011284,7940025847,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1285 DOVE BEAUTY  2.6OZ+.5OZ REVIVE+CLIN,49011285,7940025850,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1286 SECRET       4.8OZ IS SPRG BRZE 3PK,49011286,,WOMEN'S,SECRET,STICKS/SOLID,
049-01-1287 DOVE BEAUTY  2.7OZ MEN EXTR FRSH,49011287,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1288 DOVE BEAUTY  2.7OZ MEN CLN COMFORT,49011288,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1289 DOVE BEAUTY  2.7OZ MEN SILVER,49011289,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1290 DOVE BEAUTY  3OZ MEN EXTRA FRSH DEO,49011290,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1291 DOVE BEAUTY  3OZ MEN CLN COMFRT DEO,49011291,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1292 DOVE BEAUTY  3OZ MEN SILVER DEO,49011292,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1293 BAN Total Refresh Cooling Body Clot,49011293,1904519451,WOMEN'S,BAN,ROLL ON,BASE
,49011294,,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1295 Secret Fresh 1.6 oz Antiperspirants,49011295,,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1296 SECRET       2.6OZ PLAT IS VIO DEO,49011296,,WOMEN'S,SECRET,STICKS/SOLID,
049-01-1297 SECRET       2.1OZ BS COCO BUTTER,49011297,,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
,49011298,3700097144,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM PLUS
049-01-1299 GILLETTE 3.8OZ CG Cool Wave,49011299,4740009772,MEN'S,GILLETTE,GEL,PREMIUM
049-01-1299 Gillette 3.8oz Endurance Clear Gel,49011299,4740009772,MEN'S,GILLETTE,GEL,PREMIUM
049-01-1302 BAN Total Refresh Cooling Body Clot,49011302,1904519452,WOMEN'S,BAN,ROLL ON,BASE
,49011304,3700097145,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM PLUS
049-01-1305 COLGATE GEAR 2.7oz Fresh Forec Deo,49011305,2220096213,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1306 RIGHT GUARD TOTAL DEFENSE 64OZ FRES,49011306,1700006807,MEN'S,RIGHT GUARD,GEL,BASE
049-01-1307 RIGHT GUARD TOTAL DEFENSE 74OZ UNSC,49011307,1700099588,MEN'S,RIGHT GUARD,GEL,PREMIUM
049-01-1308 Right Guard XTREME DEFENSE 5 Fresh,49011308,1700006808,MEN'S,RIGHT GUARD,STICKS/SOLID,PREMIUM
049-01-1309 RGTD5 PSCOOL 2.6OZ COOLING SOLID,49011309,1700004669,MEN'S,RIGHT GUARD,STICKS/SOLID,PREMIUM
049-01-1310 DRY IDEA 2.6OZ UNSCENTED SOLID,49011310,1700099697,WOMEN'S,DRY IDEA,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1311 DRY IDEA 25OZ UNSCENTED ROLLON,49011311,1700006810,MEN'S,DRY IDEA,ROLL ON,PREMIUM
049-01-1312 COLGATE GEAR 3OZ GEL Fresh Force De,49011312,2220096214,MEN'S,SPEEDSTICK,GEL,PREMIUM
049-01-1313 RIGHT GUARD TOTAL DEFENSE 96OZ COOL,49011313,1700004492,MEN'S,RIGHT GUARD,AEROSOL,PREMIUM
049-01-1314 COLGATE GEAR 2.7OZ Clean Peak Deo,49011314,2220096216,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
,49011315,3700097147,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM PLUS
049-01-1316 COLGATE GEAR 3OZ Fresh Force,49011316,2220096225,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1319 DEGREE 2.6OZ UC PURE CLEAN,49011319,7940021628,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
,49011320,1204403973,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1321 SPEEDSTICK   3 OZ SOLID,49011321,2220096226,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1322 SPEEDSTICK   2.7 OZ SOLID,49011322,2220096712,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1322 Ecom Speedstick Fresh 2.7 oz Undera,49011322,2220096712,MEN'S,SPEEDSTICK,STICKS/SOLID,PREMIUM
049-01-1323 COLGATE GEAR 4OZ Spray Fresh Force,49011323,2220096227,MEN'S,SPEEDSTICK,BODY SPRAY,PREMIUM
,49011324,1204403992,MEN'S,OLD SPICE,BODY SPRAY,PREMIUM
049-01-1325 SPEEDSTICK   4 OZ SPR,49011325,2220096228,MEN'S,SPEEDSTICK,BODY SPRAY,PREMIUM
049-01-1325 Ecom Speedstick Fresh 4 oz Underarm,49011325,2220096228,MEN'S,SPEEDSTICK,BODY SPRAY,PREMIUM
049-01-1325 Ecom Speedstick Fresh 4 oz Antipers,49011325,2220096228,MEN'S,SPEEDSTICK,BODY SPRAY,PREMIUM
049-01-1326 OLD SPICE RZ 5.2OZ IS Swagger Twin,49011326,1204403962,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1327 DEGREE 2.7OZ IS CLEAN,49011327,7940018420,MEN'S,DEGREE,STICKS/SOLID,BASE
,49011328,1204402635,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1329 OLD SPICE Fresh 2.6 oz Underarm Ant,49011329,1204404006,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
049-01-1332 MEN MULTIPK  3-1.7OZ CLEAN COMFORT,49011332,7940030330,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1333 PHX MULTIPK  3-1.7OZ ANARCHY IS,49011333,7940025309,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1336 PC MULTIPK   3-1.6OZ FRESH ENERGY,49011336,7940030416,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1337 RS MULTIPK   3-1.6OZ ACTIVE CLEAN,49011337,7940030415,WOMEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1338 REV MULTIPK  3-1.6OZ SKIN RENEW,49011338,7940030358,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1339 COOL MULTIPK 3-1.6OZ REVIVE,49011339,7940030357,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1340 SECRET       1.6Z CLNCL LGHT & FRSH,49011340,,WOMEN'S,SECRET,,
049-01-1341 SECRET       1.6Z CLINICAL SPORT,49011341,,WOMEN'S,SECRET,,
049-01-1342 SECRET       1.6Z CLINICAL LAVENDAR,49011342,,WOMEN'S,SECRET,,
,49011345,1204402632,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
,49011346,1204402633,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
,49011349,1204402634,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
,49011351,1204404140,MEN'S,OLD SPICE,STICKS/SOLID,PREMIUM
,49011352,1204402180,MEN'S,OLD SPICE,STICKS/SOLID,BASE
049-01-1353 GILLETTE     2.6Z IS OS,49011353,,MEN'S,GILLETTE,STICKS/SOLID,
049-01-1354 GILLETTE     4Z CG COOLWAVE,49011354,4740051464,MEN'S,GILLETTE,GEL,PREMIUM
049-01-1356 AXE          4OZ BS APOLLO+1.7OZ IS,49011356,7940031177,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1357 AXE          4OZ BS ANRCHY+1.7OZ IS,49011357,7940031178,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1358 AXE          4OZ BS PHENIX+1.7OZ IS,49011358,7940031179,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1359 AXE          4OZ BS ESSNCE+1.7OZ IS,49011359,7940031180,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1360 AXE          4OZ BS DRK TEMPATION,49011360,7940031297,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1365 Gillette Clinical CG Cool Wave 2.6o,49011365,,MEN'S,GILLETTE,CLINICAL,PREMIUM
,49011366,,MEN'S,GILLETTE,GEL,PREMIUM
049-01-1367 Cillette CG Power Rush 3.8 oz,49011367,,MEN'S,GILLETTE,GEL,PREMIUM
049-01-1368 DEGREE       2.6 OZ SOLID,49011368,7940035273,WOMEN'S,DEGREE,,
,49011368,,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1369 DOVE 2.7OZ Men's Extra Fresh + 1.7z,49011369,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1370 DOVE 2.7OZ Men's Clean Comfort + 1.,49011370,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1371 DOVE 2.7OZ Men's Cool Silver Deo +,49011371,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1372 DOVE 2.7OZ Men's Aqua Impact + 1.7z,49011372,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1373 AXE 2.7OZ IS Apollo +.74OZ Axe Chil,49011373,,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1374 AXE          2.7OZ IS ARCHRCY,49011374,7940031772,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1375 AXE 2.7OZ IS Phoenix + .74Z Axe Chi,49011375,7940030903,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1377 BODY SPRAY   AXE 4 FLOZ,49011377,,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1378 BODY SPRAY   AXE 4 FLOZ,49011378,7940036011,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1378 2.7oz IS Apollo + 1.69z Apollo SG,49011378,7940036011,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1380 BODY SPRAY   AXE 4 FLOZ,49011380,,MEN'S,AXE,BODY SPRAY,PREMIUM
,49011381,,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
,49011382,,WOMEN'S,SECRET,GEL,PREMIUM
,49011383,,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
,49011384,,WOMEN'S,SECRET,GEL,PREMIUM
049-01-1385 GILLETTE CL 1.6OZ CG Cool Wave,49011385,4740065063,MEN'S,GILLETTE,CLINICAL,SUPER PREMIUM/CLINICAL
,49011386,,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
,49011387,,WOMEN'S,SECRET,GEL,PREMIUM
,49011388,,WOMEN'S,SECRET,STICKS/SOLID,PREMIUM
,49011389,,WOMEN'S,SECRET,GEL,PREMIUM
,49011390,,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
,49011391,,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
,49011392,,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
,49011393,,WOMEN'S,SECRET,BODY SPRAY,PREMIUM
,49011394,,WOMEN'S,SECRET,STICKS/SOLID,BASE
049-01-1395 GILLETTE CL 1.6OZ CG Power Rush,49011395,4740065062,MEN'S,GILLETTE,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1396 SECRET CL 1.6OZ IS Powder Protectio,49011396,3700088342,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1398 DOVE 2.6oz UC Energizing,49011398,7940035446,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1399 DOVE         2.6oz UC Refreshing,49011399,7940035445,WOMEN'S,DOVE BEAUTY,,
049-01-1400 DOVE         3OZ MIST REFRESHNG,49011400,,WOMEN'S,DOVE BEAUTY,MIST,PREMIUM
,49011401,7940064046,MEN'S,AXE,STICKS/SOLID,PREMIUM
,49011403,7940064362,MEN'S,AXE,DRY SPRAY,PREMIUM PLUS
049-01-1407 DOVE BEAUTY  2.6 OZ SOLID,49011407,7940033199,WOMEN'S,DOVE BEAUTY,STICKS/SOLID,PREMIUM
049-01-1422 Georgia AXE Apollo Deodorant Stick,49011422,7940063673,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1423 Georgia Degree Men Adventure Antipe,49011423,7940063663,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1424 Georgia Dove Men+Care Extra Fresh A,49011424,,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1425 Georgia AXE Apollo Daily Fragrance,49011425,7940063671,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1426 Georgia AXE Phoenix Daily Fragrance,49011426,7940063672,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1427 Florida AXE Apollo Deodorant Stick,49011427,7940063662,MEN'S,AXE,STICKS/SOLID,PREMIUM
049-01-1428 Degree Clean 2.7 oz Antiperspirants,49011428,7940063622,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1428 Florida Degree Men Adventure Antipe,49011428,7940063622,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1428 Florida Degree for Men 2.7z Adventu,49011428,7940063622,MEN'S,DEGREE,STICKS/SOLID,PREMIUM
049-01-1429 Florida Dove Men +Care 2.7z Extra F,49011429,7940063538,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1429 Florida Dove Men+Care Extra Fresh A,49011429,7940063538,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1429 Dove Men Clean 2.7 oz Antiperspiran,49011429,7940063538,MEN'S,DOVE MEN,STICKS/SOLID,PREMIUM
049-01-1430 Florida AXE Apollo Daily Fragrance,49011430,7940063540,MEN'S,AXE,BODY SPRAY,PREMIUM
049-01-1431 Florida AXE Phoenix Daily Fragrance,49011431,7940063661,MEN'S,AXE,BODY SPRAY,PREMIUM
,49011436,7940067027,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
,49011437,7940061464,MEN'S,DEGREE,DRY SPRAY,PREMIUM PLUS
049-01-1438 SECRET       2.6 OZ CLINICAL POWDER,49011438,3700088854,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
049-01-1439 SECRET CL 1.6OZ CG Completely Clean,49011439,3700088511,WOMEN'S,SECRET,CLINICAL,SUPER PREMIUM/CLINICAL
